filename,status,additions,deletions,changes
dummy_test.py,added,2,0,2
flask,added,1,0,1
risky_test_files/risk1.py,added,21,0,21
risky_test_files/risk2.py,added,14,0,14
risky_test_files/risk3.py,added,12,0,12
risky_test_files/risk4.py,added,20,0,20
risky_test_files/risk5.py,added,17,0,17
risky_test_files/risk6.py,added,23,0,23
risky_test_files/safe1.py,added,2,0,2
risky_test_files/safe2.py,added,2,0,2
